sample_index,adc_value
0,855
1,636
2,0
3,0
4,0
5,79
6,328
7,475
8,462
9,203
10,0
11,0
12,125
13,479
14,546
15,328
16,109
17,59
18,120
19,190
20,233
21,275
22,310
23,270
24,149
25,75
26,119
27,244
28,318
29,272
30,180
31,143
32,179
33,225
34,236
35,221
36,226
37,238
38,242
39,217
40,185
41,178
42,202
43,231
44,240
45,235
46,227
47,214
48,200
49,197
50,194
51,166
52,131
53,130
54,166
55,198
56,203
57,200
58,209
59,213
60,200
61,190
62,200
63,221
64,230
65,232
66,235
67,233
68,217
69,189
70,179
71,193
72,207
73,202
74,191
75,195
76,212
77,223
78,224
79,224
80,224
81,217
82,207
83,211
84,217
85,215
86,201
87,196
88,212
89,226
90,216
91,192
92,180
93,187
94,200
95,213
96,229
97,242
98,237
99,210
100,180
101,170
102,178
103,198
104,209
105,203
106,182
107,166
108,175
109,205
110,235
111,244
112,233
113,215
114,203
115,193
116,191
117,201
118,219
119,228
120,217
121,197
122,191
123,202
124,219
125,228
126,222
127,211
128,202
129,198
130,205
131,215
132,222
133,220
134,210
135,200
136,196
137,199
138,206
139,212
140,213
141,212
142,204
143,195
144,191
145,194
146,205
147,215
148,220
149,218
150,209
151,202
152,196
153,196
154,205
155,213
156,212
157,203
158,195
159,199
160,206
161,211
162,212
163,213
164,214
165,212
166,203
167,198
168,202
169,215
170,222
171,219
172,207
173,199
174,203
175,213
176,226
177,232
178,223
179,207
180,196
181,197
182,205
183,212
184,208
185,197
186,193
187,194
188,197
189,199
190,198
191,200
192,203
193,203
194,196
195,188
196,185
197,192
198,205
199,214
200,215
201,210
202,202
203,199
204,204
205,214
206,223
207,226
208,223
209,219
210,217
211,216
212,215
213,215
214,215
215,215
216,211
217,205
218,200
219,202
220,206
221,209
222,207
223,203
224,203
225,202
226,208
227,212
228,212
229,210
230,206
231,207
232,213
233,217
234,216
235,214
236,214
237,212
238,210
239,207
240,209
241,213
242,217
243,216
244,211
245,210
246,212
247,217
248,219
249,215
250,210
251,208
252,209
253,215
254,217
255,215
256,210
257,204
258,203
259,206
260,210
261,213
262,214
263,213
264,210
265,209
266,208
267,210
268,210
269,208
270,206
271,203
272,204
273,206
274,205
275,207
276,208
277,206
278,205
279,203
280,203
281,207
282,206
283,203
284,201
285,201
286,201
287,203
288,205
289,205
290,204
291,201
292,199
293,203
294,206
295,206
296,205
297,206
298,208
299,205
300,202
301,202
302,205
303,208
304,206
305,204
306,205
307,205
308,203
309,201
310,202
311,205
312,208
313,207
314,205
315,203
316,204
317,206
318,205
319,206
320,204
321,203
322,203
323,206
324,206
325,205
326,203
327,202
328,203
329,206
330,206
331,206
332,203
333,202
334,201
335,202
336,205
337,205
338,205
339,203
340,203
341,205
342,205
343,206
344,205
345,203
346,203
347,203
348,203
349,205
350,205
351,207
352,206
353,206
354,207
355,207
356,206
357,209
358,211
359,212
360,210
361,208
362,205
363,206
364,210
365,212
366,211
367,207
368,204
369,205
370,205
371,206
372,206
373,203
374,204
375,205
376,205
377,206
378,204
379,203
380,199
381,199
382,204
383,211
384,212
385,208
386,207
387,207
388,210
389,212
390,213
391,213
392,212
393,212
394,212
395,210
396,208
397,208
398,208
399,209
400,212
401,210
402,209
403,208
404,207
405,208
406,210
407,211
408,208
409,206
410,205
411,206
412,206
413,207
414,206
415,203
416,201
417,201
418,203
419,204
420,204
421,203
422,204
423,205
424,205
425,205
426,205
427,205
428,204
429,203
430,203
431,203
432,202
433,200
434,200
435,203
436,204
437,203
438,203
439,203
440,204
441,205
442,205
443,205
444,204
445,204
446,203
447,204
448,205
449,205
450,206
451,205
452,204
453,205
454,208
455,208
456,208
457,205
458,205
459,205
460,205
461,203
462,204
463,204
464,203
465,203
466,203
467,203
468,203
469,204
470,206
471,206
472,206
473,206
474,205
475,205
476,205
477,207
478,208
479,206
480,205
481,206
482,207
483,206
484,207
485,207
486,208
487,208
488,209
489,210
490,210
491,209
492,209
493,209
494,210
495,212
496,211
497,210
498,208
499,208
500,207
501,207
502,206
503,205
504,206
505,205
506,206
507,206
508,206
509,206
510,209
511,208
