sample_index,adc_value
0,904
1,316
2,0
3,0
4,0
5,193
6,354
7,481
8,391
9,5
10,0
11,0
12,312
13,602
14,445
15,136
16,2
17,68
18,153
19,161
20,170
21,259
22,313
23,212
24,53
25,11
26,119
27,278
28,292
29,190
30,111
31,118
32,173
33,207
34,187
35,172
36,192
37,214
38,214
39,169
40,125
41,137
42,182
43,209
44,210
45,200
46,186
47,162
48,147
49,152
50,149
51,110
52,82
53,106
54,153
55,162
56,153
57,161
58,181
59,173
60,152
61,152
62,178
63,190
64,182
65,189
66,210
67,208
68,167
69,126
70,129
71,163
72,176
73,160
74,153
75,169
76,181
77,179
78,176
79,185
80,191
81,181
82,169
83,173
84,176
85,165
86,154
87,163
88,185
89,186
90,162
91,142
92,146
93,157
94,165
95,177
96,197
97,209
98,190
99,154
100,124
101,124
102,142
103,165
104,171
105,155
106,131
107,124
108,148
109,184
110,203
111,198
112,186
113,171
114,157
115,146
116,148
117,168
118,188
119,188
120,166
121,147
122,150
123,169
124,187
125,188
126,175
127,163
128,156
129,158
130,169
131,180
132,184
133,176
134,162
135,152
136,152
137,161
138,169
139,178
140,177
141,169
142,156
143,148
144,149
145,160
146,173
147,179
148,179
149,174
150,168
151,158
152,152
153,154
154,168
155,177
156,172
157,161
158,157
159,162
160,170
161,171
162,172
163,176
164,176
165,170
166,159
167,157
168,168
169,182
170,185
171,175
172,164
173,162
174,170
175,183
176,191
177,190
178,175
179,160
180,154
181,161
182,172
183,172
184,162
185,153
186,151
187,156
188,160
189,158
190,160
191,164
192,166
193,163
194,153
195,143
196,146
197,158
198,173
199,179
200,176
201,168
202,161
203,163
204,172
205,183
206,188
207,187
208,185
209,182
210,181
211,177
212,175
213,176
214,179
215,178
216,171
217,164
218,162
219,165
220,171
221,171
222,169
223,165
224,164
225,168
226,172
227,175
228,172
229,169
230,168
231,173
232,179
233,179
234,177
235,177
236,177
237,175
238,171
239,168
240,172
241,179
242,182
243,177
244,172
245,170
246,176
247,182
248,183
249,177
250,172
251,170
252,176
253,181
254,181
255,175
256,168
257,165
258,168
259,171
260,175
261,176
262,176
263,174
264,171
265,171
266,173
267,175
268,171
269,168
270,166
271,166
272,167
273,169
274,171
275,171
276,171
277,167
278,165
279,164
280,167
281,169
282,168
283,165
284,164
285,164
286,166
287,167
288,168
289,168
290,165
291,164
292,165
293,169
294,169
295,169
296,169
297,172
298,171
299,169
300,164
301,166
302,169
303,170
304,170
305,168
306,169
307,169
308,166
309,164
310,168
311,171
312,172
313,170
314,168
315,167
316,170
317,172
318,173
319,172
320,168
321,166
322,167
323,170
324,171
325,168
326,166
327,166
328,167
329,171
330,171
331,168
332,167
333,165
334,166
335,167
336,167
337,168
338,169
339,168
340,168
341,170
342,170
343,170
344,169
345,169
346,168
347,169
348,169
349,169
350,170
351,170
352,171
353,170
354,169
355,171
356,172
357,175
358,175
359,173
360,171
361,173
362,172
363,172
364,175
365,176
366,173
367,170
368,168
369,168
370,169
371,170
372,168
373,167
374,165
375,165
376,167
377,170
378,169
379,166
380,164
381,166
382,172
383,175
384,174
385,170
386,170
387,172
388,174
389,176
390,176
391,174
392,174
393,175
394,175
395,173
396,172
397,171
398,172
399,174
400,173
401,172
402,169
403,171
404,171
405,172
406,172
407,171
408,170
409,168
410,168
411,169
412,169
413,169
414,166
415,163
416,161
417,163
418,165
419,166
420,165
421,164
422,166
423,167
424,167
425,166
426,166
427,165
428,165
429,165
430,165
431,165
432,162
433,163
434,163
435,166
436,165
437,164
438,162
439,164
440,168
441,167
442,166
443,165
444,164
445,163
446,164
447,166
448,167
449,167
450,168
451,166
452,166
453,168
454,168
455,167
456,167
457,167
458,167
459,166
460,166
461,165
462,164
463,164
464,163
465,164
466,164
467,164
468,163
469,164
470,165
471,166
472,167
473,166
474,166
475,166
476,168
477,168
478,168
479,165
480,164
481,165
482,167
483,166
484,167
485,168
486,168
487,167
488,168
489,169
490,170
491,169
492,169
493,170
494,171
495,170
496,168
497,168
498,167
499,167
500,166
501,166
502,165
503,166
504,164
505,163
506,165
507,166
508,166
509,167
510,169
511,169
