sample_index,adc_value
0,773
1,237
2,0
3,0
4,960
5,1453
6,711
7,0
8,0
9,0
10,0
11,0
12,783
13,1024
14,452
15,0
16,0
17,0
18,466
19,907
20,714
21,261
22,125
23,256
24,217
25,29
26,87
27,443
28,656
29,446
30,64
31,0
32,77
33,403
34,439
35,292
36,173
37,225
38,312
39,287
40,191
41,180
42,257
43,371
44,357
45,202
46,115
47,174
48,234
49,263
50,294
51,314
52,277
53,176
54,120
55,146
56,162
57,100
58,51
59,103
60,173
61,182
62,182
63,209
64,229
65,194
66,151
67,190
68,279
69,277
70,193
71,187
72,289
73,334
74,227
75,93
76,90
77,189
78,224
79,184
80,182
81,237
82,258
83,225
84,203
85,232
86,262
87,245
88,221
89,226
90,220
91,181
92,162
93,197
94,240
95,231
96,192
97,173
98,176
99,171
100,170
101,207
102,269
103,295
104,243
105,154
106,100
107,109
108,160
109,203
110,207
111,172
112,134
113,131
114,181
115,237
116,268
117,267
118,246
119,218
120,180
121,146
122,154
123,213
124,260
125,244
126,185
127,152
128,173
129,217
130,242
131,242
132,226
133,207
134,192
135,188
136,206
137,233
138,242
139,226
140,197
141,174
142,172
143,192
144,218
145,231
146,226
147,208
148,181
149,158
150,161
151,190
152,218
153,226
154,219
155,210
156,201
157,186
158,176
159,186
160,210
161,219
162,205
163,184
164,179
165,192
166,208
167,216
168,221
169,227
170,224
171,206
172,186
173,189
174,214
175,240
176,239
177,219
178,200
179,197
180,212
181,238
182,257
183,252
184,219
185,182
186,174
187,196
188,220
189,214
190,189
191,169
192,171
193,181
194,183
195,179
196,185
197,202
198,211
199,197
200,165
201,147
202,162
203,197
204,224
205,228
206,216
207,198
208,188
209,194
210,217
211,240
212,250
213,248
214,241
215,237
216,234
217,225
218,221
219,226
220,232
221,228
222,212
223,197
224,194
225,199
226,210
227,214
228,208
229,198
230,194
231,203
232,219
233,222
234,216
235,204
236,205
237,217
238,228
239,232
240,231
241,229
242,228
243,222
244,210
245,210
246,221
247,235
248,237
249,227
250,213
251,212
252,224
253,238
254,239
255,227
256,216
257,217
258,226
259,233
260,231
261,222
262,211
263,205
264,207
265,214
266,223
267,227
268,225
269,216
270,212
271,215
272,219
273,218
274,210
275,202
276,199
277,200
278,203
279,208
280,213
281,214
282,208
283,198
284,196
285,202
286,211
287,213
288,206
289,199
290,194
291,196
292,199
293,202
294,204
295,201
296,192
297,193
298,199
299,207
300,205
301,203
302,208
303,212
304,209
305,202
306,200
307,205
308,209
309,206
310,203
311,205
312,208
313,205
314,197
315,194
316,200
317,209
318,211
319,206
320,201
321,201
322,202
323,207
324,210
325,208
326,203
327,198
328,201
329,208
330,209
331,204
332,200
333,200
334,206
335,209
336,208
337,203
338,199
339,200
340,201
341,203
342,206
343,204
344,201
345,199
346,204
347,208
348,208
349,205
350,203
351,201
352,200
353,200
354,202
355,204
356,204
357,206
358,206
359,204
360,203
361,205
362,211
363,215
364,215
365,214
366,211
367,208
368,208
369,213
370,220
371,219
372,212
373,204
374,203
375,205
376,207
377,205
378,203
379,200
380,197
381,195
382,200
383,206
384,203
385,194
386,191
387,200
388,213
389,218
390,212
391,206
392,210
393,215
394,219
395,222
396,219
397,217
398,218
399,219
400,217
401,214
402,211
403,212
404,214
405,215
406,213
407,211
408,211
409,211
410,211
411,212
412,211
413,210
414,204
415,203
416,205
417,208
418,206
419,205
420,200
421,195
422,193
423,195
424,200
425,200
426,199
427,199
428,201
429,203
430,201
431,200
432,199
433,199
434,197
435,196
436,198
437,195
438,191
439,192
440,195
441,198
442,196
443,191
444,192
445,195
446,202
447,201
448,198
449,194
450,195
451,195
452,197
453,197
454,202
455,203
456,202
457,202
458,202
459,205
460,205
461,204
462,204
463,204
464,201
465,200
466,198
467,199
468,198
469,198
470,197
471,199
472,198
473,198
474,198
475,198
476,199
477,201
478,201
479,203
480,204
481,204
482,205
483,206
484,203
485,201
486,202
487,202
488,203
489,203
490,205
491,207
492,207
493,207
494,209
495,212
496,211
497,208
498,210
499,214
500,217
501,213
502,206
503,205
504,207
505,207
506,204
507,201
508,200
509,201
510,202
511,204
