sample_index,adc_value
0,717
1,43
2,0
3,0
4,1354
5,1333
6,243
7,0
8,0
9,0
10,0
11,320
12,977
13,808
14,147
15,0
16,0
17,70
18,724
19,914
20,531
21,169
22,167
23,265
24,232
25,101
26,238
27,555
28,608
29,291
30,0
31,0
32,286
33,513
34,410
35,220
36,186
37,285
38,355
39,296
40,221
41,248
42,332
43,393
44,335
45,218
46,179
47,231
48,284
49,320
50,338
51,323
52,261
53,194
54,179
55,194
56,164
57,104
58,107
59,189
60,240
61,227
62,224
63,248
64,256
65,229
66,211
67,257
68,305
69,274
70,232
71,278
72,346
73,320
74,204
75,132
76,179
77,253
78,246
79,215
80,238
81,282
82,285
83,258
84,257
85,279
86,283
87,266
88,261
89,262
90,242
91,216
92,228
93,260
94,264
95,232
96,209
97,216
98,229
99,225
100,228
101,270
102,317
103,310
104,235
105,160
106,141
107,180
108,233
109,254
110,234
111,185
112,149
113,173
114,246
115,309
116,328
117,304
118,261
119,216
120,181
121,179
122,231
123,291
124,300
125,252
126,196
127,187
128,225
129,265
130,282
131,277
132,261
133,242
134,225
135,227
136,247
137,266
138,270
139,252
140,232
141,218
142,219
143,231
144,248
145,256
146,256
147,241
148,216
149,200
150,211
151,238
152,258
153,257
154,248
155,244
156,235
157,218
158,216
159,235
160,253
161,244
162,223
163,217
164,232
165,248
166,251
167,249
168,252
169,257
170,252
171,232
172,222
173,238
174,265
175,279
176,266
177,240
178,225
179,235
180,262
181,288
182,294
183,273
184,237
185,211
186,215
187,239
188,252
189,240
190,222
191,215
192,219
193,218
194,210
195,213
196,230
197,250
198,252
199,225
200,190
201,180
202,206
203,243
204,265
205,264
206,248
207,229
208,224
209,237
210,262
211,280
212,285
213,278
214,275
215,271
216,264
217,257
218,258
219,267
220,269
221,258
222,240
223,231
224,237
225,246
226,249
227,245
228,237
229,229
230,234
231,248
232,260
233,258
234,246
235,240
236,247
237,259
238,268
239,270
240,267
241,265
242,259
243,248
244,244
245,252
246,266
247,273
248,266
249,256
250,248
251,256
252,268
253,275
254,267
255,256
256,250
257,257
258,266
259,269
260,264
261,253
262,243
263,243
264,249
265,256
266,264
267,267
268,261
269,251
270,246
271,249
272,254
273,252
274,247
275,241
276,237
277,236
278,239
279,247
280,253
281,252
282,243
283,235
284,235
285,242
286,247
287,246
288,238
289,236
290,237
291,237
292,238
293,239
294,239
295,235
296,234
297,235
298,240
299,243
300,240
301,242
302,248
303,248
304,244
305,237
306,238
307,243
308,248
309,245
310,245
311,246
312,243
313,236
314,231
315,234
316,244
317,252
318,248
319,241
320,238
321,241
322,243
323,247
324,249
325,244
326,239
327,238
328,242
329,246
330,245
331,240
332,240
333,243
334,247
335,246
336,242
337,238
338,236
339,238
340,240
341,241
342,242
343,242
344,240
345,241
346,243
347,245
348,246
349,244
350,244
351,240
352,237
353,236
354,240
355,243
356,245
357,248
358,244
359,241
360,241
361,247
362,254
363,256
364,253
365,252
366,250
367,249
368,250
369,256
370,257
371,255
372,247
373,242
374,243
375,245
376,243
377,242
378,240
379,238
380,235
381,237
382,243
383,244
384,238
385,231
386,235
387,246
388,255
389,253
390,248
391,246
392,251
393,257
394,258
395,257
396,256
397,256
398,258
399,257
400,253
401,251
402,250
403,252
404,251
405,250
406,248
407,248
408,250
409,250
410,250
411,249
412,249
413,245
414,242
415,243
416,245
417,245
418,243
419,238
420,234
421,232
422,233
423,237
424,239
425,238
426,236
427,237
428,237
429,239
430,239
431,238
432,239
433,237
434,234
435,234
436,233
437,233
438,230
439,230
440,235
441,236
442,232
443,228
444,231
445,235
446,239
447,236
448,234
449,233
450,233
451,233
452,235
453,239
454,241
455,240
456,239
457,239
458,240
459,242
460,243
461,242
462,242
463,240
464,237
465,235
466,235
467,236
468,235
469,233
470,234
471,234
472,235
473,235
474,234
475,235
476,237
477,238
478,239
479,238
480,238
481,241
482,242
483,241
484,239
485,238
486,238
487,239
488,239
489,241
490,243
491,244
492,243
493,243
494,246
495,246
496,245
497,244
498,247
499,251
500,250
501,245
502,241
503,242
504,243
505,241
506,238
507,237
508,238
509,238
510,239
511,240
