sample_index,adc_value
0,760
1,778
2,0
3,0
4,260
5,2128
6,1484
7,0
8,0
9,0
10,0
11,0
12,0
13,1216
14,1388
15,314
16,0
17,0
18,231
19,1001
20,1034
21,299
22,0
23,354
24,836
25,695
26,26
27,0
28,405
29,818
30,603
31,211
32,51
33,342
34,580
35,348
36,36
37,119
38,497
39,678
40,458
41,152
42,99
43,337
44,578
45,510
46,265
47,135
48,218
49,328
50,317
51,311
52,373
53,390
54,310
55,161
56,22
57,13
58,64
59,85
60,119
61,141
62,149
63,215
64,291
65,289
66,204
67,117
68,172
69,339
70,386
71,266
72,222
73,300
74,343
75,242
76,96
77,84
78,187
79,203
80,143
81,173
82,285
83,323
84,272
85,230
86,257
87,290
88,268
89,252
90,284
91,276
92,198
93,152
94,191
95,241
96,224
97,175
98,180
99,201
100,176
101,146
102,209
103,335
104,380
105,274
106,123
107,44
108,70
109,146
110,211
111,227
112,179
113,96
114,74
115,163
116,288
117,355
118,338
119,270
120,208
121,165
122,144
123,174
124,246
125,287
126,251
127,173
128,139
129,185
130,247
131,266
132,257
133,240
134,222
135,199
136,194
137,219
138,260
139,274
140,246
141,198
142,166
143,165
144,192
145,232
146,259
147,263
148,232
149,170
150,121
151,131
152,198
153,258
154,275
155,254
156,219
157,184
158,157
159,167
160,219
161,265
162,250
163,190
164,143
165,150
166,194
167,230
168,245
169,249
170,254
171,245
172,209
173,176
174,194
175,249
176,285
177,271
178,222
179,184
180,188
181,227
182,275
183,304
184,289
185,234
186,177
187,164
188,195
189,231
190,228
191,191
192,167
193,172
194,179
195,170
196,165
197,188
198,223
199,239
200,208
201,152
202,122
203,146
204,207
205,251
206,258
207,236
208,203
209,183
210,195
211,238
212,279
213,289
214,273
215,257
216,260
217,268
218,259
219,248
220,251
221,259
222,248
223,223
224,205
225,206
226,219
227,224
228,223
229,218
230,205
231,194
232,203
233,227
234,239
235,231
236,216
237,215
238,229
239,246
240,259
241,265
242,267
243,259
244,241
245,229
246,235
247,249
248,259
249,256
250,246
251,236
252,236
253,251
254,264
255,262
256,245
257,236
258,242
259,252
260,258
261,256
262,246
263,227
264,214
265,219
266,233
267,250
268,257
269,253
270,237
271,229
272,231
273,236
274,238
275,228
276,216
277,206
278,200
279,204
280,219
281,232
282,234
283,219
284,201
285,198
286,218
287,235
288,231
289,213
290,204
291,209
292,208
293,208
294,215
295,220
296,208
297,189
298,187
299,206
300,222
301,215
302,204
303,213
304,225
305,223
306,209
307,207
308,221
309,227
310,221
311,218
312,228
313,231
314,220
315,200
316,196
317,211
318,224
319,225
320,216
321,212
322,210
323,208
324,211
325,221
326,225
327,215
328,209
329,216
330,225
331,222
332,216
333,214
334,219
335,225
336,226
337,222
338,219
339,214
340,211
341,211
342,214
343,218
344,217
345,213
346,211
347,215
348,220
349,223
350,221
351,218
352,213
353,210
354,210
355,213
356,215
357,219
358,219
359,217
360,210
361,208
362,221
363,232
364,234
365,228
366,226
367,226
368,227
369,226
370,233
371,240
372,237
373,228
374,222
375,221
376,223
377,220
378,219
379,217
380,215
381,208
382,209
383,216
384,220
385,211
386,197
387,197
388,215
389,234
390,235
391,225
392,218
393,224
394,238
395,244
396,244
397,242
398,242
399,243
400,242
401,237
402,234
403,233
404,235
405,234
406,233
407,227
408,225
409,225
410,229
411,231
412,233
413,228
414,220
415,216
416,219
417,222
418,225
419,224
420,222
421,214
422,204
423,202
424,208
425,215
426,215
427,212
428,214
429,216
430,213
431,208
432,209
433,211
434,209
435,204
436,202
437,203
438,199
439,195
440,198
441,208
442,209
443,201
444,195
445,200
446,207
447,210
448,206
449,203
450,200
451,199
452,199
453,201
454,203
455,208
456,212
457,212
458,211
459,213
460,214
461,217
462,216
463,216
464,216
465,211
466,208
467,207
468,208
469,207
470,205
471,207
472,210
473,210
474,207
475,207
476,207
477,209
478,212
479,216
480,217
481,215
482,214
483,217
484,219
485,217
486,213
487,213
488,214
489,214
490,214
491,218
492,221
493,221
494,224
495,227
496,230
497,224
498,220
499,225
500,234
501,239
502,231
503,217
504,214
505,219
506,222
507,219
508,214
509,213
510,212
511,214
