sample_index,adc_value
0,963
1,509
2,0
3,0
4,271
5,425
6,235
7,426
8,723
9,526
10,0
11,0
12,0
13,641
14,1266
15,845
16,28
17,0
18,0
19,338
20,430
21,375
22,311
23,311
24,230
25,53
26,0
27,68
28,315
29,326
30,236
31,200
32,238
33,226
34,123
35,52
36,205
37,394
38,411
39,228
40,59
41,65
42,192
43,248
44,231
45,201
46,175
47,88
48,0
49,32
50,135
51,107
52,31
53,114
54,301
55,336
56,148
57,0
58,72
59,232
60,302
61,274
62,214
63,143
64,75
65,77
66,171
67,264
68,264
69,179
70,105
71,133
72,223
73,270
74,246
75,192
76,147
77,95
78,51
79,61
80,106
81,116
82,105
83,136
84,206
85,245
86,217
87,162
88,149
89,202
90,263
91,265
92,199
93,131
94,121
95,161
96,208
97,246
98,247
99,176
100,80
101,51
102,116
103,204
104,219
105,171
106,133
107,118
108,100
109,89
110,118
111,174
112,199
113,172
114,134
115,125
116,145
117,170
118,179
119,180
120,189
121,204
122,200
123,173
124,135
125,116
126,132
127,170
128,202
129,195
130,147
131,96
132,73
133,91
134,132
135,169
136,180
137,173
138,162
139,151
140,146
141,150
142,178
143,215
144,223
145,199
146,167
147,149
148,149
149,166
150,186
151,196
152,189
153,172
154,149
155,142
156,162
157,201
158,227
159,220
160,199
161,191
162,197
163,211
164,229
165,241
166,244
167,240
168,231
169,219
170,206
171,198
172,190
173,176
174,164
175,166
176,167
177,152
178,139
179,148
180,163
181,161
182,153
183,157
184,171
185,182
186,183
187,180
188,172
189,163
190,161
191,172
192,184
193,188
194,179
195,168
196,163
197,171
198,184
199,198
200,205
201,202
202,183
203,157
204,142
205,150
206,174
207,189
208,189
209,177
210,160
211,149
212,152
213,169
214,192
215,210
216,218
217,215
218,203
219,192
220,187
221,192
222,199
223,205
224,210
225,205
226,193
227,183
228,181
229,189
230,199
231,204
232,206
233,204
234,198
235,193
236,195
237,191
238,183
239,172
240,167
241,172
242,178
243,170
244,153
245,146
246,158
247,179
248,195
249,192
250,179
251,170
252,173
253,186
254,196
255,193
256,177
257,160
258,159
259,172
260,175
261,168
262,166
263,179
264,188
265,174
266,160
267,160
268,171
269,180
270,180
271,178
272,172
273,173
274,177
275,185
276,186
277,183
278,178
279,179
280,188
281,197
282,200
283,194
284,187
285,182
286,183
287,191
288,199
289,197
290,186
291,172
292,167
293,181
294,193
295,190
296,175
297,165
298,174
299,188
300,191
301,187
302,182
303,183
304,183
305,181
306,182
307,181
308,178
309,177
310,181
311,188
312,191
313,187
314,182
315,182
316,185
317,180
318,175
319,177
320,187
321,191
322,181
323,162
324,156
325,165
326,178
327,186
328,189
329,187
330,180
331,172
332,174
333,185
334,191
335,186
336,174
337,163
338,163
339,167
340,171
341,170
342,168
343,164
344,162
345,159
346,160
347,162
348,167
349,168
350,168
351,165
352,161
353,162
354,166
355,172
356,176
357,179
358,178
359,174
360,170
361,171
362,177
363,183
364,183
365,180
366,175
367,170
368,169
369,171
370,174
371,180
372,180
373,174
374,171
375,170
376,175
377,180
378,182
379,182
380,183
381,180
382,176
383,169
384,167
385,169
386,172
387,175
388,173
389,169
390,165
391,165
392,168
393,175
394,181
395,183
396,177
397,172
398,168
399,168
400,171
401,173
402,171
403,167
404,166
405,168
406,169
407,162
408,154
409,153
410,161
411,167
412,162
413,152
414,149
415,155
416,160
417,162
418,163
419,167
420,168
421,167
422,166
423,170
424,175
425,176
426,173
427,171
428,171
429,173
430,174
431,177
432,178
433,175
434,173
435,175
436,178
437,179
438,175
439,175
440,179
441,183
442,182
443,182
444,183
445,187
446,185
447,180
448,176
449,177
450,181
451,184
452,182
453,176
454,170
455,169
456,173
457,178
458,180
459,181
460,180
461,178
462,173
463,170
464,171
465,175
466,177
467,176
468,171
469,168
470,169
471,166
472,169
473,173
474,177
475,174
476,170
477,166
478,171
479,173
480,174
481,174
482,175
483,177
484,174
485,171
486,171
487,175
488,177
489,176
490,172
491,170
492,171
493,174
494,175
495,172
496,170
497,169
498,170
499,169
500,168
501,169
502,170
503,175
504,177
505,176
506,173
507,176
508,181
509,183
510,180
511,174
