sample_index,adc_value
0,943
1,268
2,0
3,0
4,394
5,390
6,258
7,569
8,729
9,330
10,0
11,0
12,0
13,961
14,1209
15,578
16,0
17,0
18,104
19,364
20,391
21,385
22,377
23,338
24,172
25,0
26,0
27,184
28,351
29,309
30,249
31,256
32,258
33,176
34,47
35,72
36,328
37,488
38,396
39,139
40,16
41,107
42,249
43,276
44,260
45,233
46,160
47,11
48,0
49,110
50,194
51,101
52,55
53,198
54,345
55,268
56,75
57,45
58,195
59,293
60,278
61,229
62,189
63,130
64,90
65,142
66,247
67,284
68,226
69,143
70,127
71,203
72,283
73,283
74,222
75,161
76,128
77,96
78,82
79,108
80,137
81,122
82,113
83,161
84,237
85,267
86,226
87,170
88,171
89,236
90,287
91,264
92,186
93,135
94,151
95,199
96,240
97,263
98,238
99,150
100,72
101,81
102,172
103,242
104,223
105,164
106,133
107,121
108,103
109,111
110,164
111,214
112,208
113,160
114,126
115,137
116,173
117,201
118,202
119,197
120,200
121,210
122,205
123,177
124,146
125,138
126,164
127,198
128,215
129,189
130,140
131,101
132,97
133,126
134,165
135,186
136,185
137,175
138,171
139,171
140,171
141,173
142,199
143,226
144,226
145,204
146,181
147,166
148,170
149,185
150,203
151,210
152,199
153,177
154,157
155,163
156,196
157,235
158,244
159,223
160,203
161,202
162,216
163,234
164,250
165,258
166,256
167,247
168,237
169,225
170,217
171,215
172,204
173,187
174,179
175,180
176,174
177,158
178,154
179,170
180,180
181,171
182,165
183,176
184,192
185,198
186,196
187,192
188,183
189,178
190,182
191,193
192,201
193,198
194,188
195,180
196,181
197,191
198,205
199,215
200,220
201,210
202,186
203,164
204,159
205,178
206,201
207,210
208,202
209,183
210,168
211,166
212,179
213,198
214,218
215,230
216,229
217,221
218,213
219,205
220,205
221,211
222,216
223,220
224,223
225,216
226,208
227,200
228,199
229,208
230,217
231,221
232,220
233,215
234,211
235,211
236,211
237,205
238,192
239,182
240,183
241,194
242,196
243,183
244,164
245,162
246,179
247,204
248,215
249,209
250,192
251,183
252,190
253,205
254,217
255,207
256,186
257,174
258,181
259,192
260,189
261,182
262,187
263,201
264,202
265,185
266,173
267,178
268,190
269,197
270,195
271,192
272,188
273,188
274,195
275,200
276,200
277,195
278,193
279,198
280,209
281,213
282,213
283,206
284,200
285,199
286,203
287,212
288,216
289,209
290,195
291,186
292,189
293,204
294,212
295,202
296,187
297,185
298,196
299,208
300,208
301,200
302,198
303,199
304,200
305,199
306,197
307,194
308,192
309,193
310,200
311,207
312,208
313,201
314,197
315,199
316,201
317,198
318,192
319,195
320,205
321,204
322,190
323,176
324,174
325,185
326,197
327,202
328,204
329,201
330,194
331,189
332,193
333,203
334,209
335,198
336,185
337,178
338,181
339,186
340,189
341,186
342,183
343,181
344,177
345,173
346,176
347,180
348,184
349,185
350,183
351,179
352,177
353,180
354,184
355,188
356,192
357,195
358,194
359,187
360,185
361,188
362,194
363,197
364,198
365,195
366,189
367,185
368,186
369,188
370,191
371,196
372,194
373,187
374,184
375,185
376,192
377,196
378,196
379,194
380,195
381,194
382,190
383,184
384,181
385,183
386,188
387,188
388,186
389,183
390,181
391,181
392,184
393,191
394,197
395,197
396,190
397,184
398,183
399,186
400,187
401,189
402,186
403,180
404,181
405,184
406,183
407,174
408,166
409,168
410,179
411,181
412,174
413,165
414,164
415,171
416,175
417,175
418,177
419,181
420,182
421,180
422,181
423,185
424,191
425,190
426,186
427,185
428,186
429,188
430,190
431,191
432,193
433,190
434,188
435,189
436,192
437,192
438,188
439,190
440,195
441,199
442,195
443,194
444,197
445,200
446,201
447,194
448,190
449,189
450,195
451,199
452,195
453,187
454,183
455,185
456,191
457,193
458,195
459,194
460,193
461,189
462,185
463,185
464,189
465,192
466,190
467,186
468,183
469,183
470,184
471,185
472,186
473,188
474,189
475,185
476,182
477,184
478,188
479,188
480,189
481,189
482,190
483,189
484,187
485,187
486,188
487,190
488,192
489,187
490,185
491,183
492,187
493,190
494,189
495,185
496,184
497,184
498,185
499,184
500,183
501,184
502,190
503,193
504,192
505,189
506,187
507,191
508,196
509,197
510,192
511,187
