sample_index,adc_value
0,737
1,655
2,0
3,0
4,0
5,1801
6,1485
7,0
8,0
9,0
10,0
11,0
12,0
13,1168
14,1340
15,276
16,0
17,0
18,0
19,853
20,987
21,351
22,0
23,229
24,636
25,574
26,11
27,0
28,263
29,730
30,599
31,168
32,0
33,175
34,460
35,277
36,25
37,108
38,434
39,555
40,327
41,53
42,36
43,254
44,483
45,448
46,225
47,80
48,114
49,206
50,235
51,270
52,326
53,310
54,212
55,77
56,0
57,0
58,0
59,3
60,61
61,92
62,89
63,142
64,211
65,209
66,128
67,56
68,126
69,277
70,299
71,195
72,174
73,251
74,275
75,157
76,14
77,19
78,125
79,149
80,104
81,125
82,208
83,232
84,187
85,167
86,205
87,238
88,216
89,199
90,210
91,185
92,119
93,96
94,139
95,181
96,163
97,122
98,121
99,127
100,98
101,91
102,165
103,278
104,306
105,205
106,63
107,0
108,5
109,82
110,149
111,164
112,109
113,37
114,32
115,112
116,218
117,276
118,266
119,213
120,152
121,104
122,84
123,115
124,185
125,218
126,178
127,105
128,84
129,131
130,187
131,205
132,197
133,178
134,152
135,131
136,136
137,172
138,205
139,209
140,178
141,135
142,103
143,103
144,136
145,176
146,198
147,193
148,160
149,106
150,62
151,75
152,134
153,190
154,206
155,190
156,163
157,128
158,98
159,103
160,151
161,193
162,183
163,136
164,100
165,104
166,133
167,158
168,172
169,185
170,196
171,188
172,152
173,119
174,135
175,184
176,212
177,198
178,160
179,133
180,139
181,173
182,214
183,230
184,212
185,162
186,118
187,111
188,145
189,173
190,157
191,117
192,96
193,108
194,119
195,114
196,110
197,129
198,160
199,169
200,135
201,85
202,59
203,87
204,147
205,190
206,200
207,174
208,138
209,115
210,134
211,181
212,221
213,228
214,209
215,193
216,192
217,195
218,190
219,186
220,192
221,200
222,185
223,157
224,138
225,141
226,155
227,160
228,160
229,154
230,144
231,136
232,144
233,162
234,170
235,162
236,156
237,159
238,173
239,187
240,189
241,192
242,197
243,193
244,179
245,170
246,174
247,183
248,191
249,194
250,184
251,173
252,174
253,189
254,201
255,197
256,180
257,170
258,176
259,187
260,195
261,192
262,179
263,164
264,154
265,158
266,168
267,183
268,193
269,190
270,175
271,164
272,166
273,172
274,172
275,166
276,154
277,146
278,139
279,140
280,152
281,163
282,168
283,156
284,141
285,139
286,152
287,166
288,162
289,149
290,144
291,145
292,144
293,144
294,148
295,153
296,144
297,128
298,128
299,144
300,156
301,151
302,144
303,152
304,161
305,156
306,145
307,147
308,157
309,161
310,156
311,154
312,160
313,163
314,152
315,138
316,136
317,149
318,160
319,157
320,149
321,147
322,147
323,147
324,151
325,156
326,157
327,150
328,147
329,153
330,161
331,159
332,151
333,150
334,153
335,158
336,159
337,158
338,153
339,148
340,145
341,147
342,151
343,153
344,150
345,148
346,148
347,153
348,154
349,155
350,155
351,155
352,154
353,149
354,147
355,148
356,152
357,156
358,155
359,153
360,148
361,145
362,155
363,165
364,166
365,161
366,162
367,167
368,163
369,162
370,164
371,172
372,173
373,168
374,162
375,157
376,152
377,153
378,155
379,154
380,147
381,142
382,146
383,156
384,158
385,143
386,129
387,131
388,152
389,174
390,176
391,165
392,155
393,159
394,171
395,179
396,180
397,177
398,178
399,181
400,179
401,171
402,165
403,165
404,167
405,172
406,173
407,170
408,165
409,160
410,160
411,162
412,164
413,166
414,163
415,157
416,157
417,157
418,155
419,156
420,156
421,153
422,146
423,144
424,149
425,150
426,147
427,147
428,148
429,151
430,150
431,147
432,147
433,147
434,145
435,140
436,138
437,138
438,139
439,137
440,141
441,145
442,142
443,133
444,131
445,136
446,145
447,149
448,146
449,139
450,135
451,133
452,134
453,138
454,145
455,151
456,152
457,149
458,147
459,149
460,152
461,154
462,154
463,155
464,153
465,149
466,146
467,145
468,144
469,142
470,142
471,146
472,148
473,148
474,145
475,142
476,144
477,146
478,150
479,153
480,152
481,151
482,151
483,155
484,158
485,154
486,151
487,149
488,152
489,152
490,152
491,155
492,161
493,161
494,160
495,162
496,163
497,162
498,160
499,165
500,173
501,174
502,165
503,154
504,152
505,158
506,163
507,160
508,154
509,149
510,149
511,150
