sample_index,adc_value
0,715
1,955
2,243
3,0
4,0
5,386
6,363
7,251
8,602
9,748
10,310
11,0
12,0
13,0
14,959
15,1211
16,576
17,0
18,0
19,106
20,340
21,361
22,388
23,417
24,350
25,147
26,0
27,0
28,199
29,343
30,291
31,265
32,281
33,253
34,133
35,0
36,72
37,381
38,525
39,376
40,91
41,0
42,122
43,260
44,274
45,278
46,257
47,135
48,0
49,0
50,130
51,212
52,93
53,64
54,226
55,332
56,204
57,32
58,76
59,258
60,315
61,251
62,194
63,160
64,112
65,94
66,166
67,265
68,277
69,203
70,121
71,116
72,206
73,294
74,279
75,202
76,139
77,117
78,96
79,79
80,104
81,130
82,112
83,106
84,162
85,241
86,268
87,221
88,157
89,160
90,235
91,298
92,268
93,178
94,122
95,148
96,202
97,240
98,260
99,227
100,135
101,59
102,77
103,172
104,237
105,210
106,152
107,128
108,113
109,88
110,105
111,171
112,221
113,203
114,143
115,110
116,128
117,175
118,205
119,204
120,194
121,190
122,196
123,196
124,171
125,137
126,132
127,160
128,200
129,209
130,176
131,124
132,93
133,97
134,128
135,164
136,179
137,175
138,165
139,163
140,170
141,169
142,168
143,192
144,222
145,221
146,200
147,177
148,160
149,162
150,180
151,201
152,206
153,193
154,168
155,147
156,158
157,199
158,235
159,235
160,211
161,196
162,200
163,216
164,231
165,246
166,254
167,250
168,242
169,231
170,217
171,212
172,212
173,199
174,178
175,170
176,173
177,168
178,151
179,149
180,166
181,169
182,157
183,157
184,175
185,193
186,197
187,191
188,182
189,172
190,171
191,179
192,190
193,196
194,189
195,178
196,172
197,176
198,187
199,200
200,212
201,215
202,205
203,178
204,152
205,150
206,173
207,198
208,208
209,195
210,173
211,156
212,158
213,176
214,198
215,216
216,225
217,223
218,214
219,205
220,200
221,201
222,207
223,209
224,214
225,215
226,210
227,201
228,193
229,193
230,202
231,211
232,215
233,215
234,208
235,204
236,204
237,204
238,197
239,185
240,172
241,175
242,186
243,188
244,174
245,156
246,154
247,173
248,197
249,208
250,201
251,183
252,175
253,184
254,203
255,214
256,200
257,176
258,166
259,177
260,187
261,181
262,176
263,182
264,195
265,194
266,176
267,166
268,171
269,184
270,191
271,190
272,184
273,179
274,180
275,187
276,195
277,195
278,187
279,184
280,190
281,201
282,208
283,206
284,199
285,194
286,192
287,197
288,207
289,209
290,201
291,186
292,180
293,185
294,200
295,207
296,192
297,178
298,178
299,192
300,203
301,201
302,194
303,193
304,195
305,192
306,189
307,189
308,189
309,187
310,189
311,194
312,199
313,198
314,192
315,192
316,195
317,195
318,191
319,185
320,190
321,199
322,200
323,184
324,168
325,168
326,181
327,192
328,195
329,196
330,193
331,187
332,182
333,187
334,199
335,202
336,190
337,176
338,170
339,174
340,180
341,180
342,177
343,176
344,172
345,167
346,166
347,168
348,177
349,180
350,177
351,173
352,171
353,173
354,176
355,179
356,180
357,183
358,186
359,186
360,183
361,180
362,181
363,187
364,189
365,190
366,187
367,184
368,179
369,179
370,182
371,187
372,188
373,186
374,181
375,180
376,184
377,187
378,189
379,187
380,188
381,187
382,186
383,183
384,179
385,175
386,178
387,183
388,183
389,179
390,176
391,174
392,175
393,178
394,184
395,191
396,192
397,184
398,178
399,177
400,178
401,181
402,182
403,179
404,175
405,175
406,177
407,175
408,166
409,158
410,163
411,174
412,176
413,167
414,157
415,160
416,165
417,168
418,168
419,170
420,175
421,176
422,173
423,175
424,180
425,184
426,181
427,180
428,179
429,182
430,183
431,182
432,184
433,186
434,184
435,181
436,184
437,186
438,187
439,181
440,182
441,188
442,192
443,189
444,189
445,193
446,195
447,192
448,186
449,182
450,183
451,189
452,192
453,188
454,181
455,176
456,179
457,185
458,187
459,188
460,189
461,187
462,181
463,177
464,179
465,183
466,184
467,181
468,177
469,175
470,176
471,177
472,178
473,180
474,181
475,181
476,177
477,175
478,178
479,183
480,183
481,181
482,180
483,180
484,181
485,181
486,181
487,182
488,184
489,183
490,179
491,175
492,177
493,182
494,184
495,182
496,178
497,176
498,177
499,178
500,178
501,175
502,177
503,182
504,185
505,183
506,180
507,181
508,185
509,191
510,191
511,184
